#
# Heading: Word freq-Wortschatz Liepzig
#
# Source:
https://wortschatz.uni-leipzig.de/en/download/Vietnamese
#   -> vie-vn_web_2015_1M-words.txt [vie-vn_web_2015_1M.tar.gz]
#
#
#term	freq_per_million
reading	freq per million
cột	85
độc lập	85
kể cả	83
thú	83
thảo	83
chất lượng cao	83
thờ	83
doanh thu	83
giây	83
hơn là	83
cạnh	83
về mặt	83
cực kỳ	83
vọng	83
nhưng lại	83
niềm tin	83
không bao giờ	83
các vị	83
chuyển sang	83
sân khấu	83
nghiệp vụ	83
ngang	83
họp	83
nhận xét	83
bộ trưởng	83
không ai	83
vì sao	83
tiêu chí	83
phổ thông	83
kinh phí	83
hô	83
đại lý	83
chuyến bay	83
hậu	83
đôi mắt	83
liên lạc	83
đã là	83
cổ phiếu	81
đông đảo	81
nhà văn	81
khi đó	81
hệ điều hành	81
mở cửa	81
thưa	81
hôm	81
tớ	81
đeo	81
khối lượng	81
đi học	81
trúng	81
xếp hạng	81
chế tạo	81
kích thích	81
ngắm	81
dư luận	81
giờ đây	81
bức ảnh	81
một cái	81
không muốn	81
tập luyện	81
chiến tranh	81
tích	81
sơn	81
công khai	81
thu hồi	81
thấm	81
hiển thị	81
gan	81
lễ hội	81
canh	81
TT	81
the	81
thứ nhất	81
truyện	81
cát	81
xác nhận	81
TNHH	79
thỉnh thoảng	79
giá vàng	79
lái	79
dương	79
suốt	79
tuy vậy	79
giáo sư	79
ưu đãi	79
biểu tượng	79
phát triển kinh tế	79
trong tương lai	79
chứng khoán	79
diễn biến	79
mang thai	79
ruột	79
diễn đàn	79
gọn	79
hẹn	79
dừng	79
cơn	79
thẳng	79
xưa	79
than	79
gặp gỡ	79
khoe	79
chặt	79
lạm phát	79
cái gì	79
tách	79
chung kết	79
dân cư	79
chứng minh	79
nửa	79
lưu trữ	79
đợi	79
mái	79
giải phóng	79
quản trị	79
lúc đó	79
từ đầu	79
thử thách	79
linh	79
ước	79
loại bỏ	79
đồng ý	79
chó	79
kèm theo	79
hạn	79
thả	79
có giá	79
trùng	79
vụ án	79
của bà	79
chụp ảnh	79
danh	76
tinh tế	76
buổi lễ	76
vô địch	76
mang tên	76
thứ ba	76
tuyến đường	76
khó chịu	76
mặt trời	76
trong ngành	76
kích	76
sô	76
nồi	76
đặc trưng	76
no	76
bọc	76
quê hương	76
được gọi là	76
đi làm	76
tận dụng	76
người Việt	76
hâm mộ	76
tiên tiến	76
chủ nhà	76
đạo diễn	76
ở đâu	76
giao diện	76
vết	76
cách làm	76
xinh đẹp	76
sáu	76
yêu thương	76
rối loạn	76
nắm	76
xả	76
nhân lực	76
trạm	76
thời hạn	76
chặt chẽ	76
mạch	76
tuyển dụng	76
căn cứ	76
sổ	76
nhãn	76
chữa	76
có nhu cầu	76
cản	76
công chức	76
lông	76
sửa chữa	76
doanh nhân	76
bạn đọc	76
tất cả những	74
hai bên	74
khuôn mặt	74
tòa nhà	74
như là	74
đối phương	74
khổng lồ	74
mừng	74
trân trọng	74
chiến	74
tùy theo	74
làm theo	74
khung	74
trống	74
kín	74
nói riêng	74
khớp	74
đòi	74
xuất bản	74
cửa sổ	74
thách thức	74
thói quen	74
nghĩa là	74
kêu gọi	74
ôm	74
thở	74
bàn tay	74
giới hạn	74
tựa	74
loa	74
theo đúng	74
phát sinh	74
bồi dưỡng	74
mô tả	74
Úc	74
bang	74
nối	74
năng động	74
nhận thấy	74
mắc	74
cử	74
nướng	74
ưu tiên	74
hiệu ứng	74
sĩ	74
liên tiếp	74
dạy học	74
hạt nhân	74
kế	74
đền	74
tăng giá	72
mặt khác	72
vươn	72
bán lẻ	72
dừng lại	72
tuyệt	72
tìm cách	72
hiến	72
sinh học	72
tấm gương	72
bức	72
học hỏi	72
lối	72
tất nhiên	72
của Mỹ	72
tương tự như	72
tử vong	72
cho tôi	72
làm tăng	72
chuyến đi	72
thơm	72
ngay trong	72
bảo tồn	72
chưa bao giờ	72
se	72
thì cũng	72
tâm hồn	72
con cái	72
học bổng	72
khỏe mạnh	72
ra khỏi	72
sử	72
toàn thể	72
tiêu biểu	72
ổ	72
quần	72
suất	72
phòng chống	72
việc sử dụng	72
địch	72
giá cả	72
khâu	72
tính toán	72
lý tưởng	72
động lực	72
đến khi	72
cẩn thận	72
thời kỳ	72
quân sự	72
gam	72
chuyển đổi	72
tôn giáo	72
dụng	72
bài hát	72
vất vả	72
có quyền	72
chứng nhận	72
chai	72
đám cưới	72
điều gì	72
nghỉ ngơi	72
đứa trẻ	70
nhầm	70
tình nguyện	70
tập huấn	70
hấp	70
dư	70
phương thức	70
dân gian	70
tài trợ	70
di sản	70
trong trường hợp	70
giá bán	70
thể loại	70
thận	70
trò	70
lợi thế	70
tâm sự	70
nhiệt tình	70
không đủ	70
tiếc	70
cho hay	70
vui chơi	70
cú	70
của em	70
ạ	70
nhạc sĩ	70
thiệt hại	70
chí	70
thỏa thuận	70
đẹp mắt	70
biểu	70
các anh	70
cựu	70
một thời	70
diệt	70
bảo quản	70
triệu chứng	70
nguồn vốn	70
nụ cười	70
dán	70
công đoàn	70
xuất phát	70
anh hùng	70
từ khóa	70
nhiệt	70
ô	70
kiến	70
xưởng	70
hoàn tất	70
bẩn	70
giấc mơ	70
bảo mật	70
nấm	67
độ phân giải	67
chống lại	67
bờ	67
đuôi	67
hiệp	67
tội	67
lớn lên	67
ngựa	67
xe máy	67
chăm	67
điển hình	67
khí hậu	67
lên đến	67
trưởng thành	67
béo	67
cơ cấu	67
cuối tuần	67
cư dân	67
căn phòng	67
ngạc nhiên	67
kêu	67
rộng rãi	67
người phụ nữ	67
chè	67
đáp	67
ước tính	67
đám	67
cải tiến	67
để cho	67
bắn	67
nói đến	67
máy tính bảng	67
tung	67
có thể nói	67
lò	67
cho dù	67
một điều	67
năm sau	67
bản đồ	67
buộc	67
hành khách	67
cô giáo	67
người mẫu	67
dân chủ	67
chẳng có	67
tội phạm	67
cải cách	67
được coi là	67
tư duy	67
trí tuệ	67
phê duyệt	67
công dân	67
nghề nghiệp	67
giấy tờ	67
lãng mạn	67
thiết lập	67
hữu ích	67
chỉ huy	67
kiến nghị	67
mày	65
má	65
trang điểm	65
chuỗi	65
chàng trai	65
tre	65
vùng đất	65
biệt thự	65
đẳng cấp	65
che	65
thiện	65
thuyền	65
quyến rũ	65
nghiêm túc	65
đang làm	65
tùy	65
tin tức	65
trật tự	65
già	65
chua	65
loại hình	65
theo học	65
đứa con	65
đối mặt	65
ước mơ	65
có cơ hội	65
trẻ trung	65
qua đó	65
quan niệm	65
sáng nay	65
có nghĩa là	65
à	65
có lợi	65
nghiện	65
thô	65
chở	65
vận tải	65
tiến độ	65
não	65
thất vọng	65
mét	65
đề cập	65
loạt	65
các biện pháp	65
lồng	65
tiêu hóa	65
động viên	65
nam giới	65
trộn	65
cấm	65
cho đến khi	65
phẩm	65
phụ trách	65
chấp hành	65
sâu sắc	65
có ý nghĩa	65
đoàn thể	65
vê	65
bình luận	65
trước mắt	63
vạn	63
tộc	63
nói trên	63
ứng	63
thiết thực	63
bức xúc	63
tên gọi	63
trầm	63
không thể thiếu	63
lính	63
khoảnh khắc	63
múa	63
ngã	63
xác	63
dệt	63
thắng lợi	63
trần	63
trưng bày	63
làm chủ	63
tê	63
có giá trị	63
lớp học	63
dao	63
phần nào	63
mệt mỏi	63
vi khuẩn	63
khuyên	63
vậy mà	63
lơ	63
hàng chục	63
thông điệp	63
mà thôi	63
tức là	63
bạc	63
công chúng	63
hiền	63
ngại	63
ép	63
giường	63
thủ đô	63
lành	63
tài nguyên	63
quy trình	63
tâm trạng	63
niên	63
đề án	63
nghĩ rằng	63
thoáng	63
trên mặt	63
di	63
đức	63
tòa	63
bát	63
trứng	63
chi bộ	63
phạm	63
bài học	63
mùa đông	63
lãnh thổ	63
ở trên	63
phỏng vấn	63
thụ	63
dạ dày	63
quảng bá	63
cướp	63
tông	63
trong giai đoạn	63
lưu thông	63
tử	63
thuyết phục	61
người bạn	61
nhịp	61
đi qua	61
tiết lộ	61
mốc	61
lành mạnh	61
chuyển động	61
đất đai	61
phản	61
bớt	61
phụ kiện	61
về quê	61
tốn	61
chia tay	61
khởi động	61
hóa chất	61
muộn	61
bụi	61
nhân dịp	61
chinh phục	61
quen	61
dự đoán	61
thừa nhận	61
soạn	61
khởi	61
tiên	61
cao su	61
hiện có	61
so	61
cảm ứng	61
độc giả	61
tỏ ra	61
đã qua	61
ngoại ngữ	61
đánh dấu	61
căn bệnh	61
kim	61
đấu tranh	61
tung ra	61
ao	61
tranh thủ	61
sinh sống	61
ngập	61
tiêu diệt	61
chứ không phải	61
tật	61
quan trọng nhất	61
cho anh	61
trọng lượng	61
dung	61
kỳ thi	61
di tích	61
súng	61
vận hành	61
so sánh	61
địa	61
trạng thái	61
mặt bằng	61
phép	61
thầu	61
nhiệm kỳ	61
hy sinh	61
quản lý nhà nước	61
trong thời	61
sốt	61
tối thiểu	61
văn học	61
thi hành	61
kí	61
mùi	61
ra trường	61
phải đi	61
săn	61
thân thiện	61
chấm	61
thế là	58
mang theo	58
cơ quan chức năng	58
yên	58
chẳng hạn	58
khác với	58
nhà thơ	58
mặn	58
tiêu dùng	58
bị cáo	58
đoàn kết	58
tin tưởng	58
tan	58
tri thức	58
chính vì vậy	58
hiểu biết	58
tủ lạnh	58
Đà Lạt	58
hương vị	58
kha	58
cô dâu	58
bãi	58
ra sao	58
năm ngoái	58
tiệc	58
kim loại	58
nhưng nếu	58
ra đi	58
công thức	58
trong bối cảnh	58
đi theo	58
căn	58
ẩm thực	58
bám	58
phóng viên	58
một lần nữa	58
không chịu	58
mai	58
tuyệt đối	58
hội viên	58
không có gì	58
rồng	58
dàn	58
bồi thường	58
tiêu cực	58
tiểu	58
đi tìm	58
huyết	58
bắc	58
thủy	58
thường là	58
siêu thị	58
lít	58
lần đầu	58
từ chối	58
thắc mắc	58
đồng bộ	58
thủ tướng	58
suối	58
trực thuộc	58
hỗn hợp	58
phân loại	58
văn nghệ	58
bảo hành	58
xét xử	58
phòng khách	58
võ	58
khai mạc	56
ngay khi	56
hội nhập	56
rác	56
so với cùng	56
chu	56
chúc mừng	56
tương ứng	56
khái niệm	56
nguồn lực	56
tiền đạo	56
có chứa	56
xóm	56
tổn thương	56
tiếng Việt	56
nhiều năm	56
thực tiễn	56
cặp đôi	56
tiền vệ	56
đáng yêu	56
chư	56
bữa ăn	56
sự kết hợp	56
ngay trên	56
góp ý	56
tạo thành	56
minh	56
sau đây	56
tử cung	56
trao giải	56
giáp	56
Thái Bình Dương	56
ơi	56
đến đây	56
bữa	56
nhạt	56
đội tuyển	56
một số người	56
kỳ vọng	56
đánh giá cao	56
số người	56
rất thích	56
trong lúc	56
đựng	56
hôn	56
nâu	56
vui lòng	56
dung lượng	56
phạm vi	56
huấn luyện	56
hỏng	56
khăn	56
khoảng cách	56
biên	56
tin học	56
bất thường	56
có liên quan đến	56
hầm	56
bổ nhiệm	56
ngăn	56
cải	56
máy chủ	56
chương	56
đồng hành	56
tạm thời	56
pháp lý	56
phó	56
đại hội	56
lô	56
nông	56
hủy	54
tôi sẽ	54
đồng nghiệp	54
luyện	54
lương thực	54
kịch bản	54
tưởng tượng	54
cách đây	54
lần lượt	54
hiểu được	54
sơ	54
chiều dài	54
thực ra	54
vỡ	54
xuyên	54
ốc	54
giết	54
phát động	54
phân công	54
tui	54
quần chúng	54
hứa hẹn	54
người mua	54
sự hỗ trợ	54
món quà	54
nạp	54
thủy điện	54
mịn	54
khói	54
bí quyết	54
hàng ngàn	54
dẫn đầu	54
công suất	54
áp lực	54
dẫn tới	54
dồn	54
các cháu	54
ra ngoài	54
nếp	54
tên là	54
quãng	54
độc	54
danh mục	54
hài hòa	54
mật độ	54
vũ	54
tĩnh	54
chấn thương	54
màu trắng	54
tím	54
bơm	54
yên tâm	54
quyền lợi	54
chi nhánh	54
mụn	54
tổng thể	54
chuyển nhượng	54
thâm	54
trên thực tế	54
quốc phòng	54
trọng	54
quy chế	54
mới mẻ	54
mắc bệnh	54
thao	54
gia nhập	54
dung dịch	54
chịu trách nhiệm	54
trước hết	54
nở	54
khiếu nại	54
nuôi dưỡng	54
xét nghiệm	54
lưỡi	54
chủ trì	54
văn minh	54
đẳng	54
học phí	54
những ai	54
thêm vào đó	52
gã	52
có lúc	52
tại chỗ	52
đặt hàng	52
duyên	52
khuôn viên	52
cống hiến	52
hãng hàng không	52
ghé thăm	52
hiệu trưởng	52
hiểu rõ	52
nhất thế giới	52
thủy sản	52
hôm qua	52
đài	52
chiều cao	52
kháng chiến	52
đồ họa	52
đặc sắc	52
thuận tiện	52
đáng chú ý	52
sống ở	52
quyền lực	52
nhà báo	52
giá thành	52
ở giữa	52
nhìn vào	52
theo đuổi	52
năng suất	52
sôi nổi	52
củ	52
cong	52
người đẹp	52
cây trồng	52
phản đối	52
giống nhau	52
bày tỏ	52
thỏa mãn	52
cấu hình	52
chanh	52
chìm	52
những thứ	52
xinh	52
vu	52
giảm thiểu	52
tổng thống	52
tiểu thuyết	52
thế mà	52
riêng biệt	52
khủng hoảng	52
gõ	52
câu lạc bộ	52
cậu bé	52
mũ	52
nạn	52
đỡ	52
ánh mắt	52
ấm áp	52
trú	52
đồi	52
xóa	52
mái tóc	52
đứa	52
riêng cho	52
bị bệnh	52
nhiên liệu	52
mạng lưới	52
chặng	52
nghi ngờ	52
đi đến	52
đóng cửa	52
thứ trưởng	52
ghi lại	52
tao	52
đi bộ	52
biến động	52
tù	52
lắng nghe	52
quay lại	52
biến đổi	52
tính chất	52
phái	52
linh hoạt	52
tắt	52
liệt sĩ	52
giấy phép	52
kỷ luật	52
bí mật	52
làm nên	52
đến nơi	52
sứ	52
góp	52
trang trại	52
lãi	52
ứng xử	52
được không	52
tư nhân	52
dự thảo	52
đoán	52
trong lịch sử	49
cân nhắc	49
chính vì thế	49
ngày hôm nay	49
từ thiện	49
sở thích	49
gắn liền với	49
mầm non	49
mây	49
dễ thương	49
làng nghề	49
cho đến nay	49
nghiên cứu khoa học	49
hàm	49
ở Mỹ	49
chứng tỏ	49
cám ơn	49
mềm mại	49
đột phá	49
sưu tập	49
bô	49
hội thi	49
gia vị	49
thầy giáo	49
thổi	49
nguyện	49
thuê bao	49
sôi động	49
cốc	49
trúc	49
lộ trình	49
cân đối	49
tiền bạc	49
đem đến	49
một thời gian	49
bằng chứng	49
ở trong	49
doanh số	49
đúng là	49
tên lửa	49
hít	49
không nhỏ	49
vào cuộc	49
đói	49
ngược	49
đai	49
ẩm	49
tranh chấp	49
nhà thầu	49
dải	49
ruộng	49
công sở	49
quan chức	49
hiện thực	49
hoàng	49
sai lầm	49
cấp phép	49
ma túy	49
biệt	49
lý thuyết	49
nội địa	49
cáp	49
đề ra	49
nhân sự	49
dự trữ	49
hoan	49
bất	49
mảnh đất	49
thực vật	49
trưởng phòng	49
cấp cứu	49
hàng tháng	49
sự xuất hiện	49
từ lâu	49
mơ ước	49
ký kết	49
trở	49
có cả	49
nghị quyết	49
hai lần	49
ngầm	49
thuận	49
xứng đáng	49
bật	49
kể từ ngày	49
nước mắt	49
kim ngạch	47
động đất	47
tố	47
giao hàng	47
ở nước ngoài	47
lên tiếng	47
sẽ phải	47
thang	47
có phải	47
vào thời điểm	47
câu trả lời	47
màu đen	47
xoay	47
ngọt ngào	47
vội	47
nặng nề	47
tận hưởng	47
mờ	47
dụng cụ	47
vốn là	47
hôn nhân	47
tôn trọng	47
bầu cử	47
đến thăm	47
tục	47
Bình Định	47
can thiệp	47
gen	47
trong sáng	47
cúng	47
quyết liệt	47
tuyết	47
thân thể	47
nhìn nhận	47
nghiêm	47
ông ta	47
nhà cung cấp	47
cước	47
Tây Ban Nha	47
ư	47
chả	47
đặc	47
như thế này	47
chất béo	47
ơ	47
nghĩa	47
kiên quyết	47
căng	47
nói là	47
trên toàn quốc	47
cộng	47
tư liệu	47
Thanh Hóa	47
dính	47
bấm	47
mọi việc	47
tia	47
khuyết	47
bài toán	47
băn khoăn	47
khởi đầu	47
làm ăn	47
thảm	47
nằm trên	47
cách nào	47
chính mình	47
lẻ	47
vật dụng	47
ích	47
thiết	47
nắm bắt	47
thiên	47
trôi	47
vệ tinh	47
bổ	47
tối ưu	47
hữu	47
hiếm	47
nhãn hiệu	47
thời đại	47
lặng	47
dãy	47
chán	47
vào lúc	47
lắp đặt	47
trang thiết bị	47
bảy	47
heo	47
tham nhũng	47
tham mưu	47
nhiều nhất	47
cụm	47
làm bằng	47
phủ nhận	47
lãng	47
thác	47
chánh	47
khách du lịch	47
lắp	47
ô nhiễm	47
trâu	47
bắt buộc	45
nắp	45
không thấy	45
xu thế	45
chân thành	45
tuần tra	45
để đáp	45
nói chuyện	45
trình duyệt	45
thao tác	45
Đài Loan	45
chu đáo	45
phẩm chất	45
đồng bằng	45
cam	45
trợ	45
nhắn tin	45
buổi tối	45
biên giới	45
nô	45
quyển	45
ngư dân	45
nguồn tin	45
dê	45
đua	45
bỗng	45
xinh xắn	45
mổ	45
người Việt Nam	45
lai	45
mạnh dạn	45
bạo lực	45
thùng	45
cáo	45
sự ủng hộ	45
gian hàng	45
hồn	45
bản quyền	45
bốc	45
xăng	45
đặc sản	45
vào trong	45
tiện nghi	45
khủng bố	45
dần dần	45
tư thế	45
gặp phải	45
bà mẹ	45
giặc	45
người mẹ	45
đục	45
trăm	45
câu nói	45
chừng	45
ngày xưa	45
mùa thu	45
phải chăng	45
thủ công	45
khắp nơi	45
phía sau	45
dịu dàng	45
rực rỡ	45
sự lựa chọn	45
ở đó	45
sinh nhật	45
trưa	45
trọng tài	45
không để	45
bộ môn	45
mượn	45
vấn	45
mong đợi	45
tuân thủ	45
mùa xuân	45
hành tinh	45
khác biệt	45
bài thơ	45
doanh	45
rà soát	45
liều	45
rất quan trọng	45
chênh lệch	45
chứng chỉ	45
mèo	45
dễ chịu	45
cách thức	45
cao đẳng	45
im lặng	45
bia	45
vương quốc	45
việc học	45
căn cứ vào	45
xông	45
ấp	45
tương thích	45
nám	45
ngoài trời	45
chuông	45
